Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,Course Name,Description,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2021 - 2022,2022 Spring,GRAD,GRAD,Ramakrishna,Koganti,Zongyao Lyu,CSE,5301,1,DATA ANALYSIS & MODELING TECHNIQUES,"Concepts and techniques for performing experiments and analyzing their results. Topics cover fundamental statistics, probability and data-representation concepts, interference through hypothesis testing, information theory, queuing models, and selected topics such as capacity planning and bottleneck analysis, clustering and classification, and hidden Markov models with computer science applications as examples.",30,25,5,0,0,0,0,0,0,0,0,60
2021 - 2022,2022 Spring,GRAD,GRAD,Ramez,Elmasri,,CSE,5191,1,INDIVIDUAL STUDY IN COMPUTER SCIENCE,Topics dealing with special problems in Computer Science on an individual instruction basis. May be repeated for credit.,0,0,0,0,0,0,10,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Ramez,Elmasri,Mohammad Shaito,CSE,6331,2,ADVANCED TOPICS IN DATABASE SYSTEMS,May be repeated for credit when topics change.,25,17,0,0,0,0,0,0,0,0,0,42
2021 - 2022,2022 Spring,GRAD,GRAD,Ranjan,Dash,Deeksha Sharma,CSE,5330,1,DATABASE SYSTEMS,"Database system architecture;  management and analysis of files, indexing, hashing, and B+-trees; the relational model and algebra; the SQL database language; database programming techniques, database design using Entry-Relationship, extended E-R, and UML modeling; basics of normalization. Introduction to database security, query processing and transaction management.",45,4,0,0,0,0,0,0,0,0,0,49
2021 - 2022,2022 Spring,GRAD,GRAD,Ranjan,Dash,Sreekar Ravipati,CSE,5330,2,DATABASE SYSTEMS,"Database system architecture;  management and analysis of files, indexing, hashing, and B+-trees; the relational model and algebra; the SQL database language; database programming techniques, database design using Entry-Relationship, extended E-R, and UML modeling; basics of normalization. Introduction to database security, query processing and transaction management.",44,5,0,0,1,0,0,0,0,0,0,50
2021 - 2022,2022 Spring,GRAD,GRAD,Rosie,Kallie,,DASC,5302,4,INTRODUCTION TO PROBABILITY AND STATISTICS,"Topics include descriptive statistics, set theory, combinatorics, mathematical expectation, probability distributions, confidence interval estimation, analysis of variance, random processes, and design of experiments. Prerequisite: DASC Major.",43,14,0,2,0,0,0,0,0,0,0,59
2021 - 2022,2022 Spring,GRAD,GRAD,Sajib,Datta,Xuan Wang,CSE,5344,3,COMPUTER NETWORKS,"Study of computer network  architectures, protocols, and interfaces. The OSI reference model and the Internet architecture will be discussed. Networking techniques such as multiple access, packet/cell switching, and internetworking will be studied. Discussion will also include end-to-end protocols, congestion control, high-speed networking, and network management. Emphasis will be on Internet and ATM. Prerequisite:CSE 3320or consent of instructor.",27,22,4,3,1,0,0,0,1,0,0,58
2021 - 2022,2022 Spring,GRAD,GRAD,Song,Jiang,Xing Sheng Zhao,CSE,6350,1,ADVANCED TOPICS IN COMPUTER ARCHITECTURE,May be repeated for credit when topics change. Prerequisite:CSE 5350and consent of instructor.,6,6,7,0,0,0,0,0,0,0,0,19
2021 - 2022,2022 Spring,GRAD,GRAD,Susan,Ferreira,,DASC,5303,1,DATA SCIENCE PROJECT MANAGEMENT,"Management and control of multifaceted science and engineering projects. Coordination and interactions between client and various service organizations. Project manager selection. Typical problems associated with various phases of project life cycle. Case studies illustrate theories and concepts. Students will be expected to demonstrate an understanding of communication and collaboration, including workflow, reproducibility, codebase management, collaboration tools, oral and written communication, presentation and storytelling, and team management, as well as ethics, such as understanding bias, fairness, credibility and misinformation, security, privacy, and codes of conduct. Prerequisite: DASC Major,DASC 5300,DASC 5301,DASC 5302.",16,18,4,3,0,0,0,0,0,0,0,41
2021 - 2022,2022 Spring,GRAD,GRAD,Thomas,Jones,Afsana Tasnim,CSE,5382,1,SECURE PROGRAMMING,"This course is an introduction to methods of secure software design and development for upper-level undergraduate students and graduate students. Students will learn about the major security problems found in software today. Using this knowledge, they will work in teams to find these bugs in software, fix the bugs, and design software so that it has fewer security problems. Static analysis tools will be a core part of the class, but students will also be exposed to black box testing tools. Topics will include input validation, buffer overflow prevention, error handling, web application issues, and XML.",16,6,3,0,0,0,0,0,0,0,0,25
2021 - 2022,2022 Spring,GRAD,GRAD,Upendranatha,Chakravarthy,"Aishwarya Pothula, David Levine, Sahana Balakrishna",DASC,5300,2,FOUNDATION OF COMPUTING,"Basics of programming, data structures, and algorithms. Introduction operating systems. Basics of discrete structures and computability. Course is used for the Master's in Data Science degree program and certificate programs for non-CSE majors. It cannot be taken for credit towards any CSE degree. Prerequisite: DASC Major.",35,25,1,1,0,0,0,0,3,0,0,65
2021 - 2022,2022 Spring,GRAD,GRAD,Upendranatha,Chakravarthy,Hamza Reza Pavel,CSE,6331,3,ADVANCED TOPICS IN DATABASE SYSTEMS,May be repeated for credit when topics change.,13,17,1,0,0,0,0,0,0,0,0,31
2021 - 2022,2022 Spring,GRAD,GRAD,Upendranatha,Chakravarthy,"Sachit Satyal, Umme Hafsa Billah",DASC,5300,1,FOUNDATION OF COMPUTING,"Basics of programming, data structures, and algorithms. Introduction operating systems. Basics of discrete structures and computability. Course is used for the Master's in Data Science degree program and certificate programs for non-CSE majors. It cannot be taken for credit towards any CSE degree. Prerequisite: DASC Major.",24,33,5,0,2,0,0,0,0,0,0,64
2021 - 2022,2022 Spring,GRAD,GRAD,Vamsikrishna,Gopikrishna,Hitanshu Kalpeshbhai Munshi,CSE,5360,4,ARTIFICIAL INTELLIGENCE I,"Introduction to the methods, concepts and applications of artificial intelligence, including knowledge representation, search, theorem proving, planning, natural language processing, and study of AI programming languages. Prerequisite:CSE 3318andCSE 3315, or consent of instructor.",45,13,5,1,0,0,0,0,0,0,0,64
2021 - 2022,2022 Spring,GRAD,GRAD,Vamsikrishna,Gopikrishna,Md Jillur Rahman Saurav,CSE,5360,1,ARTIFICIAL INTELLIGENCE I,"Introduction to the methods, concepts and applications of artificial intelligence, including knowledge representation, search, theorem proving, planning, natural language processing, and study of AI programming languages. Prerequisite:CSE 3318andCSE 3315, or consent of instructor.",52,8,0,0,0,0,0,0,0,0,0,60
2021 - 2022,2022 Spring,GRAD,GRAD,Vamsikrishna,Gopikrishna,Neelesh Shashidhar,CSE,5301,6,DATA ANALYSIS & MODELING TECHNIQUES,"Concepts and techniques for performing experiments and analyzing their results. Topics cover fundamental statistics, probability and data-representation concepts, interference through hypothesis testing, information theory, queuing models, and selected topics such as capacity planning and bottleneck analysis, clustering and classification, and hidden Markov models with computer science applications as examples.",17,36,4,3,0,0,0,0,0,0,0,60
2021 - 2022,2022 Spring,GRAD,GRAD,Vamsikrishna,Gopikrishna,Sai Krishna Wuyyuru,CSE,5360,2,ARTIFICIAL INTELLIGENCE I,"Introduction to the methods, concepts and applications of artificial intelligence, including knowledge representation, search, theorem proving, planning, natural language processing, and study of AI programming languages. Prerequisite:CSE 3318andCSE 3315, or consent of instructor.",14,11,3,2,0,0,0,0,0,0,0,30
2021 - 2022,2022 Spring,GRAD,GRAD,Vamsikrishna,Gopikrishna,Sai Rohith Pasala,CSE,5360,3,ARTIFICIAL INTELLIGENCE I,"Introduction to the methods, concepts and applications of artificial intelligence, including knowledge representation, search, theorem proving, planning, natural language processing, and study of AI programming languages. Prerequisite:CSE 3318andCSE 3315, or consent of instructor.",27,2,0,0,0,0,0,0,0,0,0,29
2021 - 2022,2022 Spring,GRAD,GRAD,William,Beksi,Pritam Pintu Karmokar,CSE,6367,1,COMPUTER VISION,"Advanced techniques for interpretation, analysis, and classification of digital images. Topics include methods for segmentation, feature extraction, recognition, stereo vision, 3-D modeling, and analysis of time-varying imagery. Also taught as EE 6358. Prerequisite:CSE 5301orCSE 5360orEE 5356orEE 5357, and consent of instructor.",16,2,0,1,0,0,0,0,0,0,0,19
2021 - 2022,2022 Spring,GRAD,GRAD,Yingying,Zhu,Xinyue Hu,CSE,6363,3,MACHINE LEARNING,"A detailed investigation of current machine learning methods, including statistical, connectionist, and symbolic learning. Presents theoretical results for comparing methods and determining what is learnable. Current issues in machine learning research will also be examined. Prerequisite:CSE 5301or consent of instructor.",43,2,0,0,0,0,0,0,0,0,0,45
2021 - 2022,2022 Spring,GRAD,GRAD,Yiran,Yang,,DASC,5302,1,INTRODUCTION TO PROBABILITY AND STATISTICS,"Topics include descriptive statistics, set theory, combinatorics, mathematical expectation, probability distributions, confidence interval estimation, analysis of variance, random processes, and design of experiments. Prerequisite: DASC Major.",39,15,2,0,1,0,0,0,2,0,0,59
2021 - 2022,2022 Spring,GRAD,GRAD,Yiran,Yang,,DASC,5302,2,INTRODUCTION TO PROBABILITY AND STATISTICS,"Topics include descriptive statistics, set theory, combinatorics, mathematical expectation, probability distributions, confidence interval estimation, analysis of variance, random processes, and design of experiments. Prerequisite: DASC Major.",11,4,0,0,0,0,0,0,0,0,0,15
2021 - 2022,2022 Spring,GRAD,GRAD,Yonghe,Liu,,CSE,5335,301,WEB DATA MANAGEMENT,"This course provides an in depth study of models, languages and techniques for large-scale Web data management in distributed and heterogeneous environments. Topics include: Web programming with an emphasis on Web data management, Web Services, semi-structured data, XML standards, modern Web search engines,  web information systems, Web query languages, distributed computing, metadata management with RDF, and Semantic Web.",0,0,0,0,0,0,17,0,0,0,0,17
2021 - 2022,2022 Spring,GRAD,GRAD,Yonghe,Liu,,CSE,5344,201,COMPUTER NETWORKS,"Study of computer network  architectures, protocols, and interfaces. The OSI reference model and the Internet architecture will be discussed. Networking techniques such as multiple access, packet/cell switching, and internetworking will be studied. Discussion will also include end-to-end protocols, congestion control, high-speed networking, and network management. Emphasis will be on Internet and ATM. Prerequisite:CSE 3320or consent of instructor.",0,0,0,0,0,0,52,0,0,0,0,52
2021 - 2022,2022 Spring,GRAD,GRAD,Yonghe,Liu,,CSE,5344,301,COMPUTER NETWORKS,"Study of computer network  architectures, protocols, and interfaces. The OSI reference model and the Internet architecture will be discussed. Networking techniques such as multiple access, packet/cell switching, and internetworking will be studied. Discussion will also include end-to-end protocols, congestion control, high-speed networking, and network management. Emphasis will be on Internet and ATM. Prerequisite:CSE 3320or consent of instructor.",0,0,0,0,0,0,27,0,0,0,0,27
2021 - 2022,2022 Spring,GRAD,GRAD,Yu,Lei,Qiping Wei,CSE,6324,2,ADVANCED TOPICS IN SOFTWARE ENGINEERING,May be repeated for credit when topics change.,21,18,2,0,0,0,0,0,1,0,0,42
2021 - 2022,2022 Spring,GRAD,UGRD,Abhishek,Santra,Jackson Liller,CSE,2315,1,DISCRETE STRUCTURES,"Propositional and predicate logic, mathematical proof techniques, sets, combinatorics, functions and relations, graphs, and graph algorithms. Prerequisite: C or better inCSE 1310and C or better inMATH 1426(or C or better in or concurrent enrollment inMATH 2425).",18,4,1,0,0,0,0,0,0,0,0,23
2021 - 2022,2022 Spring,GRAD,UGRD,Abhishek,Santra,Rhitu Thapa,CSE,2315,6,DISCRETE STRUCTURES,"Propositional and predicate logic, mathematical proof techniques, sets, combinatorics, functions and relations, graphs, and graph algorithms. Prerequisite: C or better inCSE 1310and C or better inMATH 1426(or C or better in or concurrent enrollment inMATH 2425).",9,1,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,UGRD,Jia,Rao,"Lingfeng Xiang, Xiaofeng Wu",CSE,3320,2,OPERATING SYSTEMS,"Functions and components of an operating system, including process synchronization, job scheduling, memory management, file systems protection, and deadlocks. Related system software, such as loaders, linkers, assemblers, and windowing systems. Prerequisite: C or better inCSE 2312.",2,11,2,0,0,0,0,0,0,0,0,15
2021 - 2022,2022 Spring,GRAD,UGRD,Kyungseo,Park,Krupa Asodariya,CSE,2315,4,DISCRETE STRUCTURES,"Propositional and predicate logic, mathematical proof techniques, sets, combinatorics, functions and relations, graphs, and graph algorithms. Prerequisite: C or better inCSE 1310and C or better inMATH 1426(or C or better in or concurrent enrollment inMATH 2425).",1,1,4,0,0,0,0,0,0,0,0,6
2021 - 2022,2022 Spring,GRAD,UGRD,Linda,Barasch,"Abdulla Sakallah, Mary Koone, Rohan Pramod Mandrekar, Shirisha Velineni, Vijay Ganesh Panchapakesan, Yaswanth Janardhan Konduru",CSE,3315,2,THEORETICAL CONCEPTS IN COMPUTER SCIENCE AND ENGINEERING,"Selected theoretical concepts including regular and context free languages, finite state and pushdown automata, Turing machines, computability, and NP-completeness. Prerequisite: C or better inCSE 2315.",3,6,2,3,2,0,0,0,0,0,0,16
2021 - 2022,2022 Spring,GRAD,UGRD,Linda,Barasch,"Abdulla Sakallah, Mary Koone, Rohan Pramod Mandrekar, Shirisha Velineni, Vijay Ganesh Panchapakesan, Yaswanth Janardhan Konduru",CSE,3315,3,THEORETICAL CONCEPTS IN COMPUTER SCIENCE AND ENGINEERING,"Selected theoretical concepts including regular and context free languages, finite state and pushdown automata, Turing machines, computability, and NP-completeness. Prerequisite: C or better inCSE 2315.",8,8,6,3,4,0,0,0,1,0,0,30
2021 - 2022,2022 Spring,GRAD,UGRD,Mary,Koone,"Abdulla Sakallah, Linda Barasch, Rohan Pramod Mandrekar, Shirisha Velineni, Vijay Ganesh Panchapakesan, Yaswanth Janardhan Konduru",CSE,3315,4,THEORETICAL CONCEPTS IN COMPUTER SCIENCE AND ENGINEERING,"Selected theoretical concepts including regular and context free languages, finite state and pushdown automata, Turing machines, computability, and NP-completeness. Prerequisite: C or better inCSE 2315.",6,9,6,3,2,0,0,0,0,0,0,26
